DEPARTMENT,DATE ,CARBON (metric tonne),ELECTRICITY (kwh),WATER (m3)
IT,9/3/21,50.96,85.2,17.34
Logistics,9/3/21,45.08,65.87,12.94
Finance,10/3/21,97.29,74.33,18.92
IT,10/3/21,51.46,85.26,17.58
Logistics,10/3/21,45.19,65.99,12.76
Finance,11/3/21,97.66,73.93,19.17
IT,11/3/21,51.56,85.19,17.78
Logistics,11/3/21,45.46,66.34,12.86
Finance,12/3/21,97.42,73.76,18.98
IT,12/3/21,51.42,85.5,17.77
Logistics,12/3/21,45.54,66.8,12.86
Finance,13/3/21,97.19,74.18,18.72
IT,13/3/21,51.28,85.83,17.59
Logistics,13/3/21,45.69,66.72,13.07
Finance,14/3/21,97.73,74.69,18.72
IT,14/3/21,51.09,86.06,17.35
Logistics,14/3/21,45.23,66.48,13.37
Finance,15/3/21,97.62,74.71,18.86
IT,15/3/21,50.74,85.8,17.68
Logistics,15/3/21,44.94,66.35,13.17
Finance,16/3/21,98.09,75.03,18.56
IT,16/3/21,50.74,85.33,17.58
Logistics,16/3/21,44.91,66.15,13.39
Finance,17/3/21,98.14,74.59,18.32
IT,17/3/21,50.97,84.98,17.42
Logistics,17/3/21,44.89,66.24,13.22
Finance,18/3/21,97.93,74.91,18.46
IT,18/3/21,51.45,84.52,17.67
Logistics,18/3/21,44.39,66.67,13.04
Finance,19/3/21,97.76,75.29,18.41
IT,19/3/21,51.43,84.79,17.59
Logistics,19/3/21,44.44,67.1,12.79
Finance,20/3/21,97.28,75.46,18.48
IT,20/3/21,51.65,84.93,17.9
Logistics,20/3/21,44.21,67.52,12.71
Finance,21/3/21,97.75,75.92,18.6
IT,21/3/21,51.75,85.48,18.15
Logistics,21/3/21,44.72,67.18,12.5
Finance,22/3/21,97.66,75.92,18.48
IT,22/3/21,52.18,85.83,17.91
Logistics,22/3/21,44.22,67.42,12.56
Finance,23/3/21,97.71,76.2,18.32
IT,23/3/21,52.32,85.9,18.06
Logistics,23/3/21,44.26,67.81,12.46
Finance,24/3/21,97.62,76.6,18.4
IT,24/3/21,52.01,86.35,18.38
Logistics,24/3/21,44.31,67.67,12.49
Finance,25/3/21,97.9,76.63,18.31
IT,25/3/21,52.25,86.43,18.18
Logistics,25/3/21,44.27,68.16,12.43
Finance,26/3/21,97.66,76.88,18.5
IT,26/3/21,51.77,86.19,18.38
Logistics,26/3/21,44.54,68.53,12.28
Finance,27/3/21,97.85,76.38,18.33
IT,27/3/21,51.89,85.78,18.16
Logistics,27/3/21,44.92,68.79,12.47
Finance,28/3/21,98.29,76.26,18.6
IT,28/3/21,52.3,85.91,18.27
Logistics,28/3/21,44.7,69.3,12.28
Finance,29/3/21,98.24,76.46,18.53
IT,29/3/21,52.21,86.14,18.46
Logistics,29/3/21,44.37,69.7,12.09
Finance,30/3/21,98.07,76.71,18.51
IT,30/3/21,52.26,85.71,18.67
Logistics,30/3/21,44.89,70.01,12.29
Finance,31/3/21,97.78,76.45,18.29
IT,31/3/21,52.39,86.21,18.45
Logistics,31/3/21,45.36,69.94,12.21
Finance,1/4/21,97.71,76.88,18.4
IT,1/4/21,52.37,86.76,18.22
Logistics,1/4/21,45.59,69.81,12.54
Finance,2/4/21,97.26,77.14,18.34
IT,2/4/21,52.79,86.82,18.27
Logistics,2/4/21,45.9,69.34,12.44
Finance,3/4/21,96.9,77.17,18.22
IT,3/4/21,53.07,86.77,18.26
Logistics,3/4/21,45.67,69.59,12.3
Finance,4/4/21,97.1,77.34,18.11
IT,4/4/21,52.82,87.14,18.29
Logistics,4/4/21,45.92,69.81,12.39
Finance,5/4/21,97.41,77.17,18.34
IT,5/4/21,53.26,87.52,18.61
Logistics,5/4/21,46.11,70.04,12.5
Finance,6/4/21,97.34,77.46,18.64
IT,6/4/21,52.85,87.95,18.53
Logistics,6/4/21,46.41,69.84,12.69
Finance,7/4/21,97.6,77.89,18.84
IT,7/4/21,52.46,88.05,18.64
Logistics,7/4/21,46.09,70.04,12.82
Finance,8/4/21,97.17,77.53,18.7
IT,8/4/21,52.76,87.65,18.79
Logistics,8/4/21,45.65,70.42,13.07
Finance,9/4/21,97.62,77.29,18.85
IT,9/4/21,52.55,87.88,19.07
Logistics,9/4/21,45.4,70.91,13.05
Finance,10/4/21,97.85,77.78,18.69
IT,10/4/21,52.34,88.29,19.29
Logistics,10/4/21,45.53,70.96,13.2
Finance,11/4/21,97.39,78.21,18.46
IT,11/4/21,52.4,88.26,19.32
Logistics,11/4/21,45.94,70.93,13.08
Finance,12/4/21,96.92,78.61,18.67
IT,12/4/21,52.83,88.75,19.32
Logistics,12/4/21,45.97,71.28,12.95
Finance,13/4/21,97.45,78.67,18.53
IT,13/4/21,52.45,88.46,19.56
Logistics,13/4/21,45.81,71,12.69
Finance,14/4/21,97.98,78.34,18.7
IT,14/4/21,52.66,88.19,19.73
Logistics,14/4/21,45.54,71.45,12.51
Finance,15/4/21,97.8,78.61,18.97
IT,15/4/21,53.19,88.42,20.01
Logistics,15/4/21,45.94,71.59,12.72
Finance,16/4/21,98.08,78.94,18.94
IT,16/4/21,53.65,88.86,19.86
Logistics,16/4/21,46.33,71.66,12.69
Finance,17/4/21,98.6,78.54,19.09
IT,17/4/21,53.32,88.77,19.97
Logistics,17/4/21,46.7,71.42,12.49
Finance,18/4/21,99.07,78.42,19.01
IT,18/4/21,53.5,88.92,20.14
Logistics,18/4/21,46.73,71.23,12.37
Finance,19/4/21,98.94,78.79,18.85
IT,19/4/21,53.03,89.23,20.24
Logistics,19/4/21,47.26,70.84,12.16
Finance,20/4/21,99.21,78.34,18.86
IT,20/4/21,53.53,89.7,20.51
Logistics,20/4/21,47.24,70.55,12.15
Finance,21/4/21,99.01,77.92,18.63
IT,21/4/21,53.25,89.89,20.61
Logistics,21/4/21,47.58,70.75,12.13
Finance,22/4/21,99,77.65,18.71
IT,22/4/21,53.58,89.54,20.38
Logistics,22/4/21,47.52,71.12,12.27
Finance,23/4/21,99.26,77.76,18.85
IT,23/4/21,53.21,89.91,20.41
Logistics,23/4/21,47.22,71.14,12.07
Finance,24/4/21,99.03,77.45,19.18
IT,24/4/21,53.55,89.93,20.59
Logistics,24/4/21,47.38,71.27,11.93
Finance,25/4/21,98.76,77.54,19.34
IT,25/4/21,53.55,89.64,20.46
Logistics,25/4/21,47.11,70.97,12.01
Finance,26/4/21,98.68,77.9,19.34
IT,26/4/21,53.07,90.11,20.66
Logistics,26/4/21,47.47,70.99,11.81
Finance,27/4/21,98.91,78.42,19.11
IT,27/4/21,52.59,90.13,20.98
Logistics,27/4/21,47.82,70.85,11.51
Finance,28/4/21,99.04,78.66,18.89
IT,28/4/21,52.23,90.55,20.9
Logistics,28/4/21,47.75,71.32,11.82
Finance,29/4/21,99.04,78.66,18.91
IT,29/4/21,52.1,90.46,20.84
Logistics,29/4/21,47.74,70.86,11.62
Finance,30/4/21,99.1,78.65,18.94
IT,30/4/21,52.3,90.45,20.65
Logistics,30/4/21,47.45,71.39,11.93
Finance,1/5/21,99.07,78.88,18.84
IT,1/5/21,52.41,90.39,20.79
Logistics,1/5/21,47.39,71.46,11.78
Finance,2/5/21,99.36,78.85,18.62
IT,2/5/21,52.85,90.31,20.66
Logistics,2/5/21,47.79,71.58,11.65
Finance,3/5/21,99.75,78.87,18.68
IT,3/5/21,52.91,90.73,20.8
Logistics,3/5/21,47.37,71.46,11.79
Finance,4/5/21,99.96,78.91,18.76
IT,4/5/21,53.27,90.45,20.81
Logistics,4/5/21,47.4,71.08,11.91
Finance,5/5/21,99.61,79.35,18.49
IT,5/5/21,53.68,90.59,20.81
Logistics,5/5/21,47.09,70.74,11.78
Finance,6/5/21,99.88,79.44,18.68
IT,6/5/21,53.48,90.78,21.12
Logistics,6/5/21,46.65,70.46,11.7
Finance,7/5/21,99.71,79.66,18.58
IT,7/5/21,54.02,91.22,21.1
Logistics,7/5/21,46.22,70.77,11.57
Finance,8/5/21,99.67,79.67,18.72
IT,8/5/21,54.49,91.09,21.41
Logistics,8/5/21,46.32,71.18,11.65
Finance,9/5/21,99.48,79.43,18.98
IT,9/5/21,54.71,90.59,21.72
Logistics,9/5/21,45.84,71.35,11.84
Finance,10/5/21,99.61,79.46,18.69
IT,10/5/21,54.41,90.48,22.03
Logistics,10/5/21,45.71,71.46,11.81
Finance,11/5/21,99.82,79.67,18.99
IT,11/5/21,53.92,90.79,22.09
Logistics,11/5/21,45.71,71.49,12.08
Finance,12/5/21,99.33,79.83,18.7
IT,12/5/21,53.93,91.24,22.36
Logistics,12/5/21,45.56,71.24,12.21
Finance,13/5/21,98.94,79.6,18.82
IT,13/5/21,53.77,91.06,22.08
Logistics,13/5/21,45.25,71.15,12.1
Finance,14/5/21,99.17,79.15,18.84
IT,14/5/21,53.75,90.91,21.82
Logistics,14/5/21,45.02,71.05,12.08
Finance,15/5/21,99.35,78.67,19.06
IT,15/5/21,54.23,90.83,21.65
Logistics,15/5/21,44.71,71.5,12.31
Finance,16/5/21,99.49,78.7,19.39
IT,16/5/21,54.51,91.28,21.65
Logistics,16/5/21,45.09,71.1,12.51
Finance,17/5/21,99.6,78.31,19.41
IT,17/5/21,54.34,91.32,21.45
Logistics,17/5/21,44.67,71.38,12.8
Finance,18/5/21,100.13,77.84,19.46
IT,18/5/21,54.74,90.89,21.68
Logistics,18/5/21,44.71,71.34,12.66
Finance,19/5/21,99.91,77.62,19.37
IT,19/5/21,54.43,90.95,21.71
Logistics,19/5/21,45.16,71.47,12.88
Finance,20/5/21,99.81,77.96,19.42
IT,20/5/21,53.93,90.54,21.87
Logistics,20/5/21,45.01,71.46,12.67
Finance,21/5/21,100.27,78.5,19.38
IT,21/5/21,53.58,90.62,22.1
Logistics,21/5/21,44.73,71.11,12.77
Finance,22/5/21,100.43,78.39,19.08
IT,22/5/21,53.25,91.1,22.02
Logistics,22/5/21,44.98,71.3,12.47
Finance,23/5/21,100.21,78.67,19.29
IT,23/5/21,53.45,91.12,22.26
Logistics,23/5/21,45.09,70.81,12.46
Finance,24/5/21,99.78,78.76,19.49
IT,24/5/21,53.54,91.26,22.1
Logistics,24/5/21,45.36,70.31,12.6
Finance,25/5/21,100.01,79.12,19.38
IT,25/5/21,53.8,91.56,22.31
Logistics,25/5/21,45.06,70.22,12.58
Finance,26/5/21,100.05,78.86,19.39
IT,26/5/21,53.59,91.4,22.22
Logistics,26/5/21,44.78,70.25,12.88
Finance,27/5/21,99.78,78.39,19.43
IT,27/5/21,53.91,90.96,22.47
Logistics,27/5/21,44.36,70.65,12.85
Finance,28/5/21,100.11,78.91,19.62
IT,28/5/21,53.71,91.17,22.17
Logistics,28/5/21,44.35,70.15,12.72
Finance,29/5/21,99.94,78.62,19.33
IT,29/5/21,53.8,91.28,21.95
Logistics,29/5/21,44.42,70.59,12.44
Finance,30/5/21,99.78,78.68,19.52
IT,30/5/21,53.73,91,22.17
Logistics,30/5/21,44.6,70.3,12.53
Finance,31/5/21,99.98,78.66,19.48
IT,31/5/21,54.17,91.36,22.31
Logistics,31/5/21,44.38,69.99,12.61
Finance,1/6/21,100.48,78.45,19.23
IT,1/6/21,54.61,90.86,22.6
Logistics,1/6/21,44.3,69.74,12.47
Finance,2/6/21,100.73,78.83,19.32
IT,2/6/21,54.42,90.67,22.52
Logistics,2/6/21,44.61,70.12,12.27
Finance,3/6/21,100.46,79.02,19.17
IT,3/6/21,54.58,90.33,22.74
Logistics,3/6/21,44.52,70.02,12.34
Finance,4/6/21,100.09,79.04,19.32
IT,4/6/21,54.92,89.84,22.65
Logistics,4/6/21,44.97,69.58,12.31
Finance,5/6/21,100.07,78.75,19.5
IT,5/6/21,55.32,89.78,22.75
Logistics,5/6/21,45.4,70.08,12.36
Finance,6/6/21,100.19,78.76,19.58
IT,6/6/21,55.85,89.91,23.03
Logistics,6/6/21,45.7,70.53,12.62
Finance,7/6/21,100.53,78.58,19.49
IT,7/6/21,55.56,89.91,23.1
Logistics,7/6/21,46.24,70.32,12.9
Finance,8/6/21,100.65,78.57,19.26
IT,8/6/21,55.72,90.4,23.17
Logistics,8/6/21,46.48,70.22,13.23
Finance,9/6/21,100.85,78.63,19.18
IT,9/6/21,56.25,90.86,22.99
Logistics,9/6/21,46.35,70.31,13.31
Finance,10/6/21,100.71,78.56,19.38
IT,10/6/21,56.18,90.7,22.88
Logistics,10/6/21,46.16,70.1,13.52
Finance,11/6/21,100.61,78.92,19.41
IT,11/6/21,56.36,90.92,23.03
Logistics,11/6/21,45.85,69.86,13.59
Finance,12/6/21,101.03,79.37,19.69
IT,12/6/21,56.18,90.64,22.85
Logistics,12/6/21,46.25,70.21,13.51
Finance,13/6/21,100.71,79.04,19.81
IT,13/6/21,55.93,90.42,22.93
Logistics,13/6/21,46.66,69.93,13.7
Finance,14/6/21,100.6,78.91,19.8
IT,14/6/21,56.26,90.16,22.9
Logistics,14/6/21,46.92,70.37,13.69
Finance,15/6/21,100.48,78.57,20.09
IT,15/6/21,56.61,89.68,23.01
Logistics,15/6/21,46.57,70.09,13.84
Finance,16/6/21,100.65,78.74,20.39
IT,16/6/21,56.98,89.91,22.97
Logistics,16/6/21,46.36,70.23,14.03
Finance,17/6/21,100.92,78.89,20.72
IT,17/6/21,57.25,90.42,22.93
Logistics,17/6/21,46.73,70.61,14.03
Finance,18/6/21,100.71,78.4,20.74
IT,18/6/21,57.59,90.76,22.77
Logistics,18/6/21,46.79,70.33,14.16
Finance,19/6/21,101.14,78.77,20.67
IT,19/6/21,57.9,90.93,22.89
Logistics,19/6/21,46.39,70.8,14.16
Finance,20/6/21,101.4,79.05,20.99
IT,20/6/21,58.07,90.73,22.97
Logistics,20/6/21,45.99,70.33,13.86
Finance,21/6/21,101.21,78.56,20.7
IT,21/6/21,57.87,90.5,22.68
Logistics,21/6/21,46.04,70.06,14.14
Finance,22/6/21,100.76,79.08,21.03
IT,22/6/21,57.74,90.89,22.53
Logistics,22/6/21,46.38,70.04,14.07
Finance,23/6/21,101.17,78.75,20.75
IT,23/6/21,58.2,91.31,22.53
Logistics,23/6/21,46.4,69.85,14.38
Finance,24/6/21,100.79,79.1,20.56
IT,24/6/21,58.73,91.04,22.61
Logistics,24/6/21,46.45,69.97,14.25
Finance,25/6/21,100.92,79.29,20.7
IT,25/6/21,58.72,91.15,22.71
Logistics,25/6/21,46.3,69.83,14.58
Finance,26/6/21,101.16,79.65,20.92
IT,26/6/21,58.8,91.05,22.43
Logistics,26/6/21,46.34,69.63,14.72
Finance,27/6/21,100.87,79.35,20.66
IT,27/6/21,58.7,91.12,22.62
Logistics,27/6/21,46.32,69.53,14.89
Finance,28/6/21,100.98,79.35,20.44
IT,28/6/21,58.84,90.84,22.33
Logistics,28/6/21,46.41,69.54,14.73
Finance,29/6/21,101,79.43,20.68
IT,29/6/21,59.21,90.4,22.52
Logistics,29/6/21,46.23,69.25,14.95
Finance,30/6/21,101.29,79.45,20.7
IT,30/6/21,58.73,90.03,22.6
Logistics,30/6/21,46.28,69.04,15.22
Finance,1/7/21,101.16,79.19,20.63
IT,1/7/21,58.52,89.54,22.4
Logistics,1/7/21,46.79,69.26,15.42
Finance,2/7/21,101.33,79.38,20.4
IT,2/7/21,59,89.21,22.13
Logistics,2/7/21,46.52,68.88,15.74
Finance,3/7/21,101.39,79.39,20.41
IT,3/7/21,58.97,89.63,22.46
Logistics,3/7/21,46.68,68.72,15.99
Finance,4/7/21,101.65,79.16,20.29
IT,4/7/21,58.47,89.28,22.58
Logistics,4/7/21,46.63,68.91,15.85
Finance,5/7/21,101.2,79.24,20.02
IT,5/7/21,58.57,89.12,22.82
Logistics,5/7/21,47.14,68.71,15.91
Finance,6/7/21,101.65,79.03,20.04
IT,6/7/21,58.63,89.27,22.8
Logistics,6/7/21,47.68,69.04,16.22
Finance,7/7/21,101.44,79.29,19.96
IT,7/7/21,58.54,89.39,22.53
Logistics,7/7/21,47.65,69.11,16.36
Finance,8/7/21,101.15,79.79,20.19
IT,8/7/21,58.69,89.63,22.62
Logistics,8/7/21,47.96,69.18,16.28
Finance,9/7/21,101.57,80.05,20.34
IT,9/7/21,58.27,90.03,22.8
Logistics,9/7/21,47.95,69.16,16.57
Finance,10/7/21,101.94,79.66,20.24
IT,10/7/21,58.08,90.13,22.58
Logistics,10/7/21,47.51,68.93,16.44
Finance,11/7/21,102.04,79.77,19.97
IT,11/7/21,58.54,90.14,22.5
Logistics,11/7/21,47.91,68.95,16.64
Finance,12/7/21,101.74,79.61,20.07
IT,12/7/21,58.45,90.15,22.73
Logistics,12/7/21,48.21,68.88,16.68
Finance,13/7/21,102.27,79.49,20.16
IT,13/7/21,58.15,89.7,23.05
Logistics,13/7/21,48.14,68.96,16.51
Finance,14/7/21,101.95,79.24,20.41
IT,14/7/21,57.65,90.13,23.25
Logistics,14/7/21,48.69,69,16.58
Finance,15/7/21,101.45,79.18,20.45
IT,15/7/21,57.88,90.39,23.43
Logistics,15/7/21,49.17,68.94,16.82
Finance,16/7/21,101.36,79.53,20.59
IT,16/7/21,58.23,90.77,23.13
Logistics,16/7/21,48.97,69.3,16.66
Finance,17/7/21,101.38,79.71,20.36
IT,17/7/21,58.34,91.28,23.17
Logistics,17/7/21,49.36,69.31,16.42
Finance,18/7/21,101.54,79.34,20.31
IT,18/7/21,58.65,91.39,23.13
Logistics,18/7/21,49.67,68.96,16.71
Finance,19/7/21,101.39,79.61,20.63
IT,19/7/21,58.53,91.03,23.38
Logistics,19/7/21,49.7,68.49,16.64
Finance,20/7/21,101.93,80.11,20.33
IT,20/7/21,58.16,90.59,23.28
Logistics,20/7/21,49.44,68.17,16.64
Finance,21/7/21,101.53,79.97,20.31
IT,21/7/21,57.98,90.62,22.98
Logistics,21/7/21,49.26,68.52,16.51
Finance,22/7/21,101.77,80.01,20.35
IT,22/7/21,57.61,91.04,23.31
Logistics,22/7/21,48.87,68.29,16.7
Finance,23/7/21,101.57,80.13,20.13
IT,23/7/21,57.72,90.88,23.42
Logistics,23/7/21,48.66,68.22,16.52
Finance,24/7/21,101.44,79.87,20.02
IT,24/7/21,57.61,90.42,23.26
Logistics,24/7/21,48.44,68.36,16.6
Finance,25/7/21,100.96,80.16,19.73
IT,25/7/21,57.43,90.62,23.09
Logistics,25/7/21,48.8,68.9,16.61
Finance,26/7/21,101.31,79.74,19.84
IT,26/7/21,57.36,90.76,22.79
Logistics,26/7/21,48.46,68.81,16.49
Finance,27/7/21,101.46,79.89,19.72
IT,27/7/21,57.43,90.94,22.99
Logistics,27/7/21,48.62,68.49,16.82
Finance,28/7/21,101.82,80.31,19.91
IT,28/7/21,57.27,90.65,23.29
Logistics,28/7/21,48.42,68.65,16.83
Finance,29/7/21,101.81,80.61,20
IT,29/7/21,57.62,90.15,23.35
Logistics,29/7/21,48.15,68.64,16.72
Finance,30/7/21,102,80.21,20.19
IT,30/7/21,57.45,90.11,23.1
Logistics,30/7/21,48.3,68.22,16.81
