DEPARTMENT,DATE ,CARBON (metric tonne),ELECTRICITY (kwh),WATER (m3)
IT,20/3/19,23.63,74.99,7.5
Logistics,20/3/19,34.97,37.61,1.9
Finance,21/3/19,54.19,46.45,9.12
IT,21/3/19,23.18,73.39,7.42
Logistics,21/3/19,33.51,37.63,1.62
Finance,22/3/19,54.65,44.45,9.28
IT,22/3/19,23.22,74.31,7.73
Logistics,22/3/19,33.87,39.43,1.87
Finance,23/3/19,56.25,42.54,9.03
IT,23/3/19,22.87,74.14,7.93
Logistics,23/3/19,34.14,40.36,2.08
Finance,24/3/19,57.41,43.22,9.07
IT,24/3/19,22.82,73.89,8.24
Logistics,24/3/19,35.02,40.81,2.37
Finance,25/3/19,55.5,43.62,8.85
IT,25/3/19,23.51,74.32,8.49
Logistics,25/3/19,33.92,40.74,2.66
Finance,26/3/19,55.17,43.14,8.78
IT,26/3/19,22.24,72.41,8.39
Logistics,26/3/19,35.34,42.45,2.7
Finance,27/3/19,55.98,42.34,8.72
IT,27/3/19,23.49,71.72,8.47
Logistics,27/3/19,37.06,42.49,2.73
Finance,28/3/19,55.99,41.79,8.65
IT,28/3/19,21.97,73.48,8.5
Logistics,28/3/19,35.34,43.98,2.88
Finance,29/3/19,54.01,39.86,8.73
IT,29/3/19,22.91,72.21,8.58
Logistics,29/3/19,36.9,45.9,2.69
Finance,30/3/19,55.13,40.55,8.97
IT,30/3/19,22.5,72.85,8.48
Logistics,30/3/19,37.53,47.69,2.41
Finance,31/3/19,53.32,38.72,8.73
IT,31/3/19,23.95,73.07,8.23
Logistics,31/3/19,37.63,45.97,2.61
Finance,1/4/19,54.21,39.17,8.88
IT,1/4/19,23.08,72.65,8.2
Logistics,1/4/19,37.06,45.11,2.32
Finance,2/4/19,53.85,40.33,8.73
IT,2/4/19,23.34,70.93,8.35
Logistics,2/4/19,38.07,43.68,2.46
Finance,3/4/19,54.45,41.56,8.94
IT,3/4/19,24.35,71.65,8.31
Logistics,3/4/19,39.23,42.06,2.49
Finance,4/4/19,52.96,39.81,8.75
IT,4/4/19,26.44,73.57,8.46
Logistics,4/4/19,38.13,42.95,2.53
Finance,5/4/19,51.98,41.63,8.7
IT,5/4/19,25.07,72.95,8.64
Logistics,5/4/19,38.31,44.57,2.3
Finance,6/4/19,52.14,42.15,8.97
IT,6/4/19,23.22,74.02,8.52
Logistics,6/4/19,39.47,44.83,2.53
Finance,7/4/19,53.17,44.16,8.95
IT,7/4/19,22.3,72.09,8.22
Logistics,7/4/19,39.24,44.96,2.49
Finance,8/4/19,54.42,42.44,8.71
IT,8/4/19,20.32,70.73,8.14
Logistics,8/4/19,40.77,45.34,2.49
Finance,9/4/19,53.94,43.43,8.77
IT,9/4/19,21.79,68.79,8.39
Logistics,9/4/19,42.74,45.76,2.56
Finance,10/4/19,55.33,45.12,8.63
IT,10/4/19,22.07,67.93,8.38
Logistics,10/4/19,40.75,47.46,2.31
Finance,11/4/19,55.08,45.54,8.9
IT,11/4/19,22.52,67.04,8.15
Logistics,11/4/19,40.26,49.38,2.06
Finance,12/4/19,54.98,45.41,8.77
IT,12/4/19,24.2,68.18,8.16
Logistics,12/4/19,41.37,48.64,2.24
Finance,13/4/19,55.06,46.96,8.57
IT,13/4/19,25.21,68.97,8.05
Logistics,13/4/19,41.97,50.74,2.05
Finance,14/4/19,53.5,48.79,8.44
IT,14/4/19,24.69,68.92,8.16
Logistics,14/4/19,40.86,50.02,1.83
Finance,15/4/19,52.85,47.84,8.6
IT,15/4/19,23.11,68.79,7.93
Logistics,15/4/19,40.7,49.66,1.68
Finance,16/4/19,52.66,45.86,8.7
IT,16/4/19,21.54,70.32,8.12
Logistics,16/4/19,38.72,48.92,1.74
Finance,17/4/19,50.92,45.76,8.8
IT,17/4/19,20.51,69.5,7.88
Logistics,17/4/19,40.03,47.61,2
Finance,18/4/19,52.66,44.15,8.74
IT,18/4/19,20.43,69.46,7.88
Logistics,18/4/19,41.35,47.16,1.96
Finance,19/4/19,52.91,45.25,8.52
IT,19/4/19,21.62,67.95,7.78
Logistics,19/4/19,42.8,48.57,1.89
Finance,20/4/19,51.92,46.74,8.51
IT,20/4/19,20.46,66.86,7.77
Logistics,20/4/19,40.81,48.56,1.73
Finance,21/4/19,52.63,47.47,8.7
IT,21/4/19,21.02,67.86,7.47
Logistics,21/4/19,41.38,49.08,2.05
Finance,22/4/19,52.69,46.41,8.55
IT,22/4/19,20.06,66.59,7.21
Logistics,22/4/19,43.36,49.25,2.19
Finance,23/4/19,53.12,45.91,8.55
IT,23/4/19,22.04,66.45,7.46
Logistics,23/4/19,42.97,47.47,2.13
Finance,24/4/19,51.67,47.79,8.78
IT,24/4/19,20.55,67.56,7.47
Logistics,24/4/19,44.25,46.26,2.14
Finance,25/4/19,50.32,47.01,8.7
IT,25/4/19,21.18,66.31,7.78
Logistics,25/4/19,44.47,47.93,2.28
Finance,26/4/19,52,48.28,8.98
IT,26/4/19,20.66,66.34,7.71
Logistics,26/4/19,43.84,45.94,2.26
Finance,27/4/19,50.48,46.77,8.81
IT,27/4/19,20.69,67.29,7.5
Logistics,27/4/19,44.57,46.19,2.14
Finance,28/4/19,48.99,46.7,8.8
IT,28/4/19,22.42,67.73,7.83
Logistics,28/4/19,45.34,44.39,2.18
Finance,29/4/19,49,47.96,9.05
IT,29/4/19,21.84,67.51,8.09
Logistics,29/4/19,43.76,44.54,2.16
Finance,30/4/19,47.74,48.23,9
IT,30/4/19,21.62,68.65,8.38
Logistics,30/4/19,42.69,42.93,2.44
Finance,1/5/19,48.39,49.63,8.77
IT,1/5/19,20.4,70.19,8.41
Logistics,1/5/19,40.77,42.81,2.61
Finance,2/5/19,49.84,48.64,8.49
IT,2/5/19,21.65,70.49,8.43
Logistics,2/5/19,41.04,44.5,2.45
Finance,3/5/19,50.7,46.74,8.75
IT,3/5/19,23.19,69.78,8.4
Logistics,3/5/19,41.35,44.12,2.57
Finance,4/5/19,51.42,46.95,8.61
IT,4/5/19,22.57,68.22,8.14
Logistics,4/5/19,40.76,42.91,2.54
Finance,5/5/19,52.6,48.53,8.44
IT,5/5/19,22.6,67.86,8.17
Logistics,5/5/19,40.09,40.96,2.65
Finance,6/5/19,51.08,49.09,8.52
IT,6/5/19,21.56,66.72,8.47
Logistics,6/5/19,40.36,38.99,2.58
Finance,7/5/19,52.72,49.43,8.65
IT,7/5/19,20.92,65.75,8.17
Logistics,7/5/19,40,38.15,2.4
Finance,8/5/19,50.85,48.25,8.49
IT,8/5/19,21.28,65.67,8.01
Logistics,8/5/19,38.68,37.81,2.38
Finance,9/5/19,49.58,49.13,8.59
IT,9/5/19,19.62,63.77,7.94
Logistics,9/5/19,39.71,37.9,2.19
Finance,10/5/19,50.54,49.06,8.83
IT,10/5/19,17.89,62.38,8.26
Logistics,10/5/19,41.57,37.08,2.31
Finance,11/5/19,51.28,49.21,8.72
IT,11/5/19,17.59,60.4,8.34
Logistics,11/5/19,41.18,36.53,2.08
Finance,12/5/19,51.44,48.68,8.77
IT,12/5/19,18.17,61.78,8.53
Logistics,12/5/19,39.19,38.6,1.81
Finance,13/5/19,51.32,50.42,9.01
IT,13/5/19,18.01,63.88,8.66
Logistics,13/5/19,38.6,37.12,1.85
Finance,14/5/19,52.42,49.41,9.28
IT,14/5/19,19.92,64.15,8.4
Logistics,14/5/19,40.61,35.4,2.15
Finance,15/5/19,52.79,47.81,9.4
IT,15/5/19,18.78,63.76,8.61
Logistics,15/5/19,38.95,33.88,2
Finance,16/5/19,51.04,47.02,9.66
IT,16/5/19,16.93,63.67,8.31
Logistics,16/5/19,38.06,35.28,2.33
Finance,17/5/19,50.4,48.48,9.37
IT,17/5/19,17.59,64.53,8.42
Logistics,17/5/19,37.59,33.4,2.08
Finance,18/5/19,51.02,47.47,9.37
IT,18/5/19,19.04,62.75,8.34
Logistics,18/5/19,35.65,35.39,1.8
Finance,19/5/19,49.49,45.83,9.38
IT,19/5/19,20.1,61.34,8.59
Logistics,19/5/19,35.44,36.91,2.01
Finance,20/5/19,48.34,46.28,9.1
IT,20/5/19,18.29,61.31,8.3
Logistics,20/5/19,34.89,36.62,2.28
Finance,21/5/19,48.3,48.16,9.12
IT,21/5/19,17.8,62.96,8.46
Logistics,21/5/19,36.12,37.39,2.32
Finance,22/5/19,48.22,49.68,9.05
IT,22/5/19,16.02,63.42,8.78
Logistics,22/5/19,35.95,37.32,2.22
Finance,23/5/19,49.97,51.16,9.24
IT,23/5/19,16.16,62.09,9.01
Logistics,23/5/19,35.48,38.29,2.49
Finance,24/5/19,49.31,52.47,9.26
IT,24/5/19,16.93,60.34,8.98
Logistics,24/5/19,35.38,39.81,2.23
Finance,25/5/19,50.4,52.05,9.12
IT,25/5/19,18.81,58.9,9.3
Logistics,25/5/19,34.07,40.9,2.39
Finance,26/5/19,52.25,51.33,8.95
IT,26/5/19,20.42,58.66,9.52
Logistics,26/5/19,34.76,40.53,2.12
Finance,27/5/19,53.71,51.7,9.12
IT,27/5/19,21.28,59.48,9.43
Logistics,27/5/19,33.9,41.58,1.88
Finance,28/5/19,55.15,53.28,8.84
IT,28/5/19,19.31,59.65,9.38
Logistics,28/5/19,33.13,40.22,1.59
Finance,29/5/19,53.75,51.8,8.79
IT,29/5/19,20.71,59.88,9.12
Logistics,29/5/19,33.23,38.68,1.43
Finance,30/5/19,54.94,50.77,8.61
IT,30/5/19,21.9,58.89,9.14
Logistics,30/5/19,32.45,38.14,1.43
Finance,31/5/19,56.17,50.92,8.65
IT,31/5/19,22.02,59.24,9.03
Logistics,31/5/19,33.37,39.22,1.7
Finance,1/6/19,55.12,50.7,8.93
IT,1/6/19,21.86,58.63,8.97
Logistics,1/6/19,32.06,40.26,1.9
Finance,2/6/19,56.17,51.54,8.9
IT,2/6/19,23.68,60.46,9.11
Logistics,2/6/19,33.57,40.07,1.62
Finance,3/6/19,55.34,50.83,8.97
IT,3/6/19,25.07,60.55,9.13
Logistics,3/6/19,33.05,41.82,1.68
Finance,4/6/19,54.73,50.3,8.76
IT,4/6/19,25.64,59.45,8.85
Logistics,4/6/19,34.8,41.15,1.54
Finance,5/6/19,56.14,51.82,8.79
IT,5/6/19,26.4,60.57,8.76
Logistics,5/6/19,33.81,40.28,1.27
Finance,6/6/19,55.04,50.86,9.12
IT,6/6/19,26,59.61,8.95
Logistics,6/6/19,31.97,39.04,1.23
Finance,7/6/19,53.79,48.98,9.45
IT,7/6/19,25.27,61.29,9.11
Logistics,7/6/19,31.09,40.95,1.56
Finance,8/6/19,54.02,49.2,9.15
IT,8/6/19,26.54,62.73,9.24
Logistics,8/6/19,31.82,40.9,1.83
Finance,9/6/19,52.36,50.22,9.17
IT,9/6/19,27.86,62.47,9.27
Logistics,9/6/19,32.29,42.24,1.99
Finance,10/6/19,52.95,48.58,9.47
IT,10/6/19,25.88,60.97,9.08
Logistics,10/6/19,32.35,42.87,1.7
Finance,11/6/19,52.25,48.8,9.77
IT,11/6/19,27.88,59.02,9.41
Logistics,11/6/19,31.15,44.87,1.69
Finance,12/6/19,51,50.75,9.75
IT,12/6/19,28.76,61.11,9.6
Logistics,12/6/19,32.69,46.06,1.5
Finance,13/6/19,52.82,49.28,10.01
IT,13/6/19,28.59,61.96,9.66
Logistics,13/6/19,31.5,47.05,1.61
Finance,14/6/19,54.91,49.61,10.03
IT,14/6/19,26.67,61.77,9.41
Logistics,14/6/19,33.28,48.74,1.56
Finance,15/6/19,55.39,51.24,9.76
IT,15/6/19,25.66,62.35,9.23
Logistics,15/6/19,34.42,47.4,1.29
Finance,16/6/19,57.01,49.65,9.53
IT,16/6/19,26.32,64.35,8.97
Logistics,16/6/19,36.36,46.39,1.3
Finance,17/6/19,58.87,50.27,9.57
IT,17/6/19,27.05,66.37,9.06
Logistics,17/6/19,35.35,47.27,1.19
Finance,18/6/19,59.32,49.73,9.49
IT,18/6/19,28.75,65.35,9.05
Logistics,18/6/19,35.03,48.42,1.34
Finance,19/6/19,59.05,50.45,9.74
IT,19/6/19,28.66,66.09,9.14
Logistics,19/6/19,33.89,47.9,1.31
Finance,20/6/19,57.58,48.71,9.86
IT,20/6/19,28.25,65.17,9.4
Logistics,20/6/19,35.35,46.34,1.53
Finance,21/6/19,56.96,47.49,9.95
IT,21/6/19,28.58,65.66,9.59
Logistics,21/6/19,33.7,46.2,1.71
Finance,22/6/19,56.95,46.12,9.85
IT,22/6/19,28.09,63.86,9.79
Logistics,22/6/19,35.18,46.51,1.73
Finance,23/6/19,57.92,45.9,9.84
IT,23/6/19,30.03,65.11,9.63
Logistics,23/6/19,35.13,48.61,1.92
Finance,24/6/19,55.92,45.13,9.77
IT,24/6/19,28.34,66.62,9.95
Logistics,24/6/19,35.88,50.47,1.69
Finance,25/6/19,53.92,45.04,9.81
IT,25/6/19,26.61,67.5,9.97
Logistics,25/6/19,37.2,50.86,1.93
Finance,26/6/19,55.65,44.01,9.65
IT,26/6/19,28.17,69.27,10.06
Logistics,26/6/19,38.96,51.98,2.19
Finance,27/6/19,55.15,43.74,9.81
IT,27/6/19,26.29,67.73,10.26
Logistics,27/6/19,38,50.65,2.01
Finance,28/6/19,56.51,43.87,9.96
IT,28/6/19,28.21,68.12,10.36
Logistics,28/6/19,37.67,49.08,2.02
Finance,29/6/19,58.56,45.32,10.02
IT,29/6/19,27.77,66.62,10.65
Logistics,29/6/19,36.09,49.26,2.11
Finance,30/6/19,58.57,43.43,9.77
IT,30/6/19,27.6,66.96,10.6
Logistics,30/6/19,35.17,49.8,2.11
Finance,1/7/19,56.62,42.39,9.91
IT,1/7/19,28.78,68.17,10.64
Logistics,1/7/19,35.54,51.52,1.87
Finance,2/7/19,55.29,42.04,9.64
IT,2/7/19,27.94,68.58,10.89
Logistics,2/7/19,37.44,52.97,1.89
Finance,3/7/19,57.03,44.1,9.66
IT,3/7/19,28.99,70.15,11.08
Logistics,3/7/19,37.17,52.85,1.69
Finance,4/7/19,58.58,42.22,9.53
IT,4/7/19,29.73,69,11.4
Logistics,4/7/19,38.41,53.95,1.66
Finance,5/7/19,58.99,42.11,9.46
IT,5/7/19,28.09,67.43,11.68
Logistics,5/7/19,40.2,55.62,1.47
Finance,6/7/19,58.84,43.35,9.63
IT,6/7/19,29.56,65.94,11.9
Logistics,6/7/19,39.1,54.69,1.48
Finance,7/7/19,59.3,43.89,9.59
IT,7/7/19,29.6,67.02,12.18
Logistics,7/7/19,37.95,54.18,1.3
Finance,8/7/19,58.95,45.78,9.59
IT,8/7/19,28.74,66.19,12.43
Logistics,8/7/19,39.5,53.08,1.55
Finance,9/7/19,59.18,44.58,9.86
IT,9/7/19,29.22,65.73,12.28
Logistics,9/7/19,41.52,53.82,1.62
Finance,10/7/19,58.45,43.09,9.81
IT,10/7/19,30.77,66.02,12.42
Logistics,10/7/19,42.96,54.75,1.75
Finance,11/7/19,59.44,44.98,9.67
IT,11/7/19,30.66,66.12,12.39
Logistics,11/7/19,44.39,56.06,1.88
Finance,12/7/19,59.83,45.92,9.7
IT,12/7/19,31.96,67.94,12.12
Logistics,12/7/19,45.87,54.42,2.14
Finance,13/7/19,60.57,45.16,9.75
IT,13/7/19,32.17,67.14,11.95
Logistics,13/7/19,43.92,53.65,2.19
Finance,14/7/19,61.42,43.19,9.7
IT,14/7/19,33.59,65.99,12
Logistics,14/7/19,44.2,54.52,2.14
Finance,15/7/19,62.94,43.24,9.79
IT,15/7/19,32.96,67.69,12.26
Logistics,15/7/19,43.84,53.02,2.34
Finance,16/7/19,61.79,44.95,10.06
IT,16/7/19,31.09,68.96,12.31
Logistics,16/7/19,41.98,53.33,2.11
Finance,17/7/19,62.02,45.11,10.11
IT,17/7/19,29.18,70.14,12.61
Logistics,17/7/19,42.33,52.54,2.07
Finance,18/7/19,60.36,45.72,9.87
IT,18/7/19,27.89,71.68,12.76
Logistics,18/7/19,40.94,52.56,2.25
Finance,19/7/19,58.82,46.31,9.76
IT,19/7/19,28.38,71.49,12.52
Logistics,19/7/19,40.78,50.85,2.15
Finance,20/7/19,59.27,47.8,9.84
IT,20/7/19,26.69,72.07,12.56
Logistics,20/7/19,39.52,51.46,2.33
Finance,21/7/19,58.9,49.36,9.75
IT,21/7/19,26.02,70.21,12.58
Logistics,21/7/19,39.32,52.93,2.44
Finance,22/7/19,59.73,50.85,9.69
IT,22/7/19,26.2,70.44,12.34
Logistics,22/7/19,37.49,54.27,2.14
Finance,23/7/19,60.47,49.22,9.91
IT,23/7/19,26.18,71.47,12.09
Logistics,23/7/19,37.55,53.55,2.43
Finance,24/7/19,61.04,47.96,10.14
IT,24/7/19,24.53,70.19,12.03
Logistics,24/7/19,38.07,55.33,2.73
Finance,25/7/19,62.91,46.62,9.86
IT,25/7/19,26.35,68.67,12.36
Logistics,25/7/19,36.46,57.15,2.93
Finance,26/7/19,61.28,48.71,10.19
IT,26/7/19,25.39,70.17,12.53
Logistics,26/7/19,37.2,56.32,2.94
Finance,27/7/19,59.58,47.49,10.1
IT,27/7/19,26.18,70.61,12.45
Logistics,27/7/19,37.39,57.65,2.78
Finance,28/7/19,60.53,47.57,10.13
IT,28/7/19,24.42,71.93,12.66
Logistics,28/7/19,36.93,59.42,3.11
Finance,29/7/19,59.58,49.09,10.29
IT,29/7/19,25.27,72.4,12.58
Logistics,29/7/19,36.27,59.02,2.84
Finance,30/7/19,60.65,51.09,10.41
IT,30/7/19,24.94,72.7,12.37
Logistics,30/7/19,34.32,59.75,2.8
