DEPARTMENT,DATE ,CARBON (metric tonne),ELECTRICITY (kwh),WATER (m3)
IT,21/1/22,61.37,96.16,23.78
Logistics,21/1/22,47.13,68.63,17.32
Finance,22/1/22,106.77,79.76,27.15
IT,22/1/22,61.87,96.71,23.59
Logistics,22/1/22,47.51,68.85,17.2
Finance,23/1/22,107.21,79.55,27.03
IT,23/1/22,61.38,96.63,23.47
Logistics,23/1/22,47.83,69.39,17.35
Finance,24/1/22,107.56,79.58,27.33
IT,24/1/22,61.65,96.17,23.39
Logistics,24/1/22,48.21,69.5,17.32
Finance,25/1/22,107.09,80.05,27.3
IT,25/1/22,61.59,96.29,23.52
Logistics,25/1/22,48.03,69.91,17.24
Finance,26/1/22,107.06,79.76,27.23
IT,26/1/22,61.86,96.35,23.4
Logistics,26/1/22,47.72,70.43,17
Finance,27/1/22,107.05,80.05,27.33
IT,27/1/22,61.58,96.16,23.71
Logistics,27/1/22,47.66,69.99,16.74
Finance,28/1/22,107.03,80.36,27.14
IT,28/1/22,61.31,96.2,24.04
Logistics,28/1/22,47.6,70.01,16.83
Finance,29/1/22,106.77,80.02,26.84
IT,29/1/22,61.52,95.86,24.04
Logistics,29/1/22,47.39,70.02,16.67
Finance,30/1/22,107.2,79.75,26.86
IT,30/1/22,61.61,95.53,24.26
Logistics,30/1/22,47.1,70.53,16.48
Finance,31/1/22,106.87,80.25,26.75
IT,31/1/22,61.21,95.47,24.03
Logistics,31/1/22,47.39,70.18,16.64
Finance,1/2/22,106.86,80.68,26.99
IT,1/2/22,61.47,95.83,24.18
Logistics,1/2/22,47.07,69.69,16.45
Finance,2/2/22,107.09,80.34,27.08
IT,2/2/22,61.82,96.29,23.9
Logistics,2/2/22,46.86,69.46,16.29
Finance,3/2/22,107.61,80.5,27.39
IT,3/2/22,62.18,96.57,23.6
Logistics,3/2/22,46.68,69.27,16.1
Finance,4/2/22,107.42,80.92,27.2
IT,4/2/22,61.84,97.01,23.84
Logistics,4/2/22,47,69.37,16.13
Finance,5/2/22,107.55,81.15,27.28
IT,5/2/22,61.43,96.68,24.04
Logistics,5/2/22,46.74,69.21,16.38
Finance,6/2/22,108.07,80.74,27.45
IT,6/2/22,61.76,96.85,23.77
Logistics,6/2/22,46.95,68.72,16.61
Finance,7/2/22,108.2,80.4,27.27
IT,7/2/22,61.9,97.13,23.55
Logistics,7/2/22,47.26,68.55,16.44
Finance,8/2/22,108.64,80.2,27.19
IT,8/2/22,61.49,97.25,23.37
Logistics,8/2/22,47.64,68.22,16.46
Finance,9/2/22,108.74,80.12,27.16
IT,9/2/22,61.54,97.7,23.48
Logistics,9/2/22,48.06,68.23,16.29
Finance,10/2/22,109.25,80.23,27.31
IT,10/2/22,61.7,98.11,23.78
Logistics,10/2/22,47.58,67.94,16.03
Finance,11/2/22,109.09,80.11,27.05
IT,11/2/22,61.76,98.51,23.67
Logistics,11/2/22,47.9,67.72,16.07
Finance,12/2/22,108.9,79.73,27.24
IT,12/2/22,62.29,98.86,23.79
Logistics,12/2/22,48.29,68.05,16.06
Finance,13/2/22,108.62,79.32,27.38
IT,13/2/22,62.04,99.07,24.12
Logistics,13/2/22,48.04,67.77,15.88
Finance,14/2/22,108.27,78.94,27.54
IT,14/2/22,61.81,98.9,24.15
Logistics,14/2/22,47.97,67.88,15.81
Finance,15/2/22,108.3,79.44,27.58
IT,15/2/22,61.95,98.82,23.94
Logistics,15/2/22,47.95,68.15,16.05
Finance,16/2/22,107.86,78.94,27.7
IT,16/2/22,61.71,98.68,23.77
Logistics,16/2/22,47.96,68.48,16.27
Finance,17/2/22,107.67,79.19,27.43
IT,17/2/22,61.6,98.3,23.9
Logistics,17/2/22,47.86,68.26,16.6
Finance,18/2/22,107.28,79.68,27.14
IT,18/2/22,61.3,97.8,24.1
Logistics,18/2/22,47.76,68.31,16.89
Finance,19/2/22,107.67,79.64,27.11
IT,19/2/22,61.81,97.35,24.26
Logistics,19/2/22,48,68.33,16.64
Finance,20/2/22,107.56,79.23,26.99
IT,20/2/22,62.17,96.89,24.17
Logistics,20/2/22,48.04,68.19,16.87
Finance,21/2/22,107.56,79.57,27.32
IT,21/2/22,62.53,97.12,24.01
Logistics,21/2/22,47.72,67.93,17.08
Finance,22/2/22,107.46,79.09,27.42
IT,22/2/22,62.4,97,24.07
Logistics,22/2/22,47.44,67.78,17.36
Finance,23/2/22,107.58,79.62,27.74
IT,23/2/22,62.91,97.54,23.87
Logistics,23/2/22,47.41,68.23,17.39
Finance,24/2/22,107.4,79.36,27.82
IT,24/2/22,62.51,97.92,23.82
Logistics,24/2/22,47.78,68.4,17.62
Finance,25/2/22,107.8,79.41,27.79
IT,25/2/22,62.27,97.53,23.54
Logistics,25/2/22,47.81,68.72,17.35
Finance,26/2/22,107.88,79.74,27.65
IT,26/2/22,62.42,97.14,23.27
Logistics,26/2/22,47.34,68.77,17.08
Finance,27/2/22,108.06,80.03,27.91
IT,27/2/22,62.09,96.84,23.41
Logistics,27/2/22,47.18,68.55,17.22
Finance,28/2/22,108.2,79.87,27.84
IT,28/2/22,62.02,96.53,23.15
Logistics,28/2/22,46.8,68.39,17.02
Finance,1/3/22,108.74,80.26,27.66
IT,1/3/22,61.64,96.37,23.35
Logistics,1/3/22,46.67,68.71,17.25
Finance,2/3/22,108.75,79.79,27.59
IT,2/3/22,62.12,96.42,23.12
Logistics,2/3/22,46.47,68.24,17.34
Finance,3/3/22,108.46,79.84,27.66
IT,3/3/22,62.35,96.68,23.15
Logistics,3/3/22,46.31,67.87,17.33
Finance,4/3/22,108.1,79.49,27.97
IT,4/3/22,61.91,96.41,23.24
Logistics,4/3/22,46.73,68.37,17.39
Finance,5/3/22,107.87,79.32,28.24
IT,5/3/22,61.54,96.73,23.56
Logistics,5/3/22,46.45,67.97,17.13
Finance,6/3/22,107.61,79.6,28.2
IT,6/3/22,61.83,96.55,23.85
Logistics,6/3/22,46.25,68.24,17.4
Finance,7/3/22,107.68,79.67,28.37
IT,7/3/22,62.21,96.31,23.59
Logistics,7/3/22,46.6,67.77,17.29
Finance,8/3/22,108.22,79.75,28.24
IT,8/3/22,61.74,96.69,23.53
Logistics,8/3/22,47.06,67.75,17.37
Finance,9/3/22,108.61,80.03,28.4
IT,9/3/22,61.85,96.84,23.55
Logistics,9/3/22,46.9,68.08,17.42
Finance,10/3/22,108.36,79.83,28.64
IT,10/3/22,62.3,96.95,23.42
Logistics,10/3/22,47.21,68.26,17.35
Finance,11/3/22,108.75,80.13,28.8
IT,11/3/22,62.48,96.63,23.33
Logistics,11/3/22,47.08,68.12,17.57
Finance,12/3/22,108.74,79.72,28.91
IT,12/3/22,62.16,96.84,23.28
Logistics,12/3/22,46.6,68.5,17.6
Finance,13/3/22,109.19,79.54,29.12
IT,13/3/22,62.21,96.43,22.99
Logistics,13/3/22,46.11,68.19,17.89
Finance,14/3/22,109.32,79.87,29.04
IT,14/3/22,62.66,96.83,22.77
Logistics,14/3/22,45.86,68.02,17.97
Finance,15/3/22,109.79,79.38,29.08
IT,15/3/22,62.7,96.76,22.78
Logistics,15/3/22,45.93,68.2,17.67
Finance,16/3/22,109.88,79.48,28.86
IT,16/3/22,62.5,96.7,22.84
Logistics,16/3/22,45.98,68.55,17.55
Finance,17/3/22,110.37,79.26,29.12
IT,17/3/22,62.91,96.97,23.08
Logistics,17/3/22,45.5,68.89,17.37
Finance,18/3/22,109.91,78.88,28.96
IT,18/3/22,63.4,96.97,23.38
Logistics,18/3/22,45.89,69.24,17.17
Finance,19/3/22,110.28,78.42,29.17
IT,19/3/22,63.21,97.2,23.29
Logistics,19/3/22,45.93,69.77,17.25
Finance,20/3/22,110.7,78.41,29.41
IT,20/3/22,63.16,97.36,23.61
Logistics,20/3/22,46.05,69.86,17.54
Finance,21/3/22,110.87,78.12,29.29
IT,21/3/22,63.31,97.82,23.62
Logistics,21/3/22,45.75,69.69,17.35
Finance,22/3/22,110.66,77.68,29.59
IT,22/3/22,63.81,98.15,23.87
Logistics,22/3/22,45.36,69.33,17.32
Finance,23/3/22,110.59,77.91,29.9
IT,23/3/22,63.71,98.63,23.66
Logistics,23/3/22,45.56,69.71,17.29
Finance,24/3/22,110.23,77.59,29.82
IT,24/3/22,63.79,98.55,23.77
Logistics,24/3/22,45.1,69.47,17.24
Finance,25/3/22,110.43,77.96,29.77
IT,25/3/22,64.11,98.35,23.83
Logistics,25/3/22,45.58,69.99,17.26
Finance,26/3/22,110.1,78.39,29.67
IT,26/3/22,63.66,98.4,23.89
Logistics,26/3/22,45.35,69.54,17.4
Finance,27/3/22,110.07,77.94,29.86
IT,27/3/22,63.31,98.43,23.59
Logistics,27/3/22,45.77,70.04,17.66
Finance,28/3/22,109.71,78.12,29.98
IT,28/3/22,63.49,97.99,23.39
Logistics,28/3/22,45.79,70.33,17.99
Finance,29/3/22,109.58,77.62,29.85
IT,29/3/22,63.77,98.26,23.59
Logistics,29/3/22,45.4,70.75,18.22
Finance,30/3/22,109.37,77.52,30.07
IT,30/3/22,64.27,98.76,23.37
Logistics,30/3/22,45.39,70.6,18.39
Finance,31/3/22,109.24,77.14,30.28
IT,31/3/22,64.18,98.9,23.37
Logistics,31/3/22,45.77,70.14,18.41
Finance,1/4/22,109.29,76.93,29.99
IT,1/4/22,64.33,98.64,23.19
Logistics,1/4/22,46.08,69.74,18.63
Finance,2/4/22,108.9,76.63,30.15
IT,2/4/22,63.89,98.8,23.48
Logistics,2/4/22,46.06,69.3,18.33
Finance,3/4/22,108.68,76.94,30.23
IT,3/4/22,64.29,98.51,23.45
Logistics,3/4/22,46.14,68.82,18.22
Finance,4/4/22,108.87,76.54,30.32
IT,4/4/22,64.16,98.56,23.78
Logistics,4/4/22,46.06,69.37,18.43
Finance,5/4/22,108.52,77.01,30.22
IT,5/4/22,64.23,98.71,23.67
Logistics,5/4/22,45.71,68.89,18.31
Finance,6/4/22,108.04,77.15,30.51
IT,6/4/22,64.12,98.91,23.56
Logistics,6/4/22,45.64,69.26,18.49
Finance,7/4/22,107.86,77.01,30.67
IT,7/4/22,63.96,98.57,23.71
Logistics,7/4/22,45.8,69.39,18.42
Finance,8/4/22,107.54,77.27,30.85
IT,8/4/22,63.57,99.1,23.63
Logistics,8/4/22,46.29,69.2,18.16
Finance,9/4/22,107.72,77.2,30.59
IT,9/4/22,63.55,98.74,23.51
Logistics,9/4/22,46.23,69.31,18.18
Finance,10/4/22,107.44,77.49,30.57
IT,10/4/22,63.41,98.25,23.67
Logistics,10/4/22,46.25,68.99,17.9
Finance,11/4/22,107.59,77.17,30.32
IT,11/4/22,63.85,98.37,23.82
Logistics,11/4/22,46.74,68.88,17.64
Finance,12/4/22,107.15,77.23,30.09
IT,12/4/22,64.04,98.83,23.83
Logistics,12/4/22,46.9,69.07,17.63
Finance,13/4/22,106.74,77.6,29.92
IT,13/4/22,63.6,98.86,23.89
Logistics,13/4/22,46.75,69.52,17.5
Finance,14/4/22,106.31,77.68,30.03
IT,14/4/22,63.26,98.36,24.08
Logistics,14/4/22,46.41,69.78,17.82
Finance,15/4/22,106.49,77.3,30.14
IT,15/4/22,63.18,98.08,24.19
Logistics,15/4/22,46.51,69.37,17.94
Finance,16/4/22,106.81,77.82,30
IT,16/4/22,63.72,97.79,24.09
Logistics,16/4/22,46.61,69.55,18.06
Finance,17/4/22,106.54,77.97,30.13
IT,17/4/22,63.54,97.99,23.89
Logistics,17/4/22,46.54,69.15,17.81
Finance,18/4/22,106.89,78.52,29.83
IT,18/4/22,63.61,98.43,23.63
Logistics,18/4/22,46.23,69.6,17.88
Finance,19/4/22,106.44,78.6,30.12
IT,19/4/22,63.71,98.16,23.49
Logistics,19/4/22,46.25,69.13,17.93
Finance,20/4/22,106.84,78.21,29.85
IT,20/4/22,63.72,98.13,23.52
Logistics,20/4/22,46.5,69.04,18.21
Finance,21/4/22,106.52,77.82,29.75
IT,21/4/22,63.96,97.82,23.7
Logistics,21/4/22,46.23,69.51,18.02
Finance,22/4/22,106.33,78.31,29.81
IT,22/4/22,63.71,98.01,23.89
Logistics,22/4/22,45.82,69.39,17.98
Finance,23/4/22,105.93,78.11,29.84
IT,23/4/22,63.89,97.96,23.83
Logistics,23/4/22,45.87,69.93,17.97
Finance,24/4/22,106.27,78.13,29.89
IT,24/4/22,64.02,97.94,23.79
Logistics,24/4/22,46.28,69.75,18.09
Finance,25/4/22,105.91,78.64,30.16
IT,25/4/22,63.74,98.49,23.88
Logistics,25/4/22,46.24,69.92,18.24
Finance,26/4/22,105.41,78.84,30.05
IT,26/4/22,63.57,98.75,24.15
Logistics,26/4/22,46.13,69.49,18.24
Finance,27/4/22,105.51,79.1,30.16
IT,27/4/22,63.9,98.63,24.15
Logistics,27/4/22,46.22,69.28,17.95
Finance,28/4/22,105.65,79.32,30.16
IT,28/4/22,63.6,98.22,23.96
Logistics,28/4/22,45.72,69.22,17.88
Finance,29/4/22,105.26,79.76,29.92
IT,29/4/22,63.29,98.48,23.7
Logistics,29/4/22,46.02,69.67,17.86
Finance,30/4/22,104.84,80.31,30.18
IT,30/4/22,63.46,98.88,23.89
Logistics,30/4/22,45.75,69.37,17.84
Finance,1/5/22,105.18,80.75,30.44
IT,1/5/22,63.81,99.03,23.88
Logistics,1/5/22,45.63,69.42,17.85
Finance,2/5/22,105.34,80.81,30.3
IT,2/5/22,63.52,99.1,23.98
Logistics,2/5/22,46.02,69.45,18.01
Finance,3/5/22,105.01,80.85,30.43
IT,3/5/22,63.05,99.49,24.27
Logistics,3/5/22,45.74,69.54,17.86
Finance,4/5/22,105.55,80.77,30.51
IT,4/5/22,63.12,99.37,24.6
Logistics,4/5/22,45.47,69.07,17.58
Finance,5/5/22,105.78,80.88,30.78
IT,5/5/22,63.22,99.86,24.86
Logistics,5/5/22,45.81,69.48,17.9
Finance,6/5/22,106.05,81.24,30.53
IT,6/5/22,63.4,99.65,24.89
Logistics,6/5/22,46.23,69.2,17.74
Finance,7/5/22,105.89,81.62,30.35
IT,7/5/22,63.24,99.73,24.74
Logistics,7/5/22,46.28,69.28,17.8
Finance,8/5/22,105.6,81.67,30.39
IT,8/5/22,63.54,99.78,24.88
Logistics,8/5/22,46.71,69.68,17.78
Finance,9/5/22,105.85,81.84,30.65
IT,9/5/22,64.03,99.88,25.05
Logistics,9/5/22,46.85,70.12,17.66
Finance,10/5/22,105.94,81.88,30.89
IT,10/5/22,64.56,99.74,24.96
Logistics,10/5/22,47.36,70.39,17.45
Finance,11/5/22,106.4,82.13,31.02
IT,11/5/22,64.83,99.49,24.88
Logistics,11/5/22,46.95,70.75,17.47
Finance,12/5/22,106.26,82.48,31.26
IT,12/5/22,65.37,99.5,24.71
Logistics,12/5/22,46.78,70.62,17.27
Finance,13/5/22,105.82,82.76,31.1
IT,13/5/22,65.92,99.3,24.93
Logistics,13/5/22,46.54,71.11,17.16
Finance,14/5/22,105.59,82.94,30.88
IT,14/5/22,66.33,99.06,25.19
Logistics,14/5/22,46.27,70.7,17.16
Finance,15/5/22,105.87,82.57,30.87
IT,15/5/22,66.59,98.69,25.24
Logistics,15/5/22,46.31,70.3,17
Finance,16/5/22,105.47,82.62,30.73
IT,16/5/22,66.66,98.29,25.19
Logistics,16/5/22,46.63,70.49,16.88
Finance,17/5/22,105.74,82.64,30.86
IT,17/5/22,66.24,98.42,25.01
Logistics,17/5/22,47.11,70.9,17.13
Finance,18/5/22,105.7,82.35,30.69
IT,18/5/22,66.69,97.97,24.78
Logistics,18/5/22,47.45,71.12,17.06
Finance,19/5/22,106.07,82.01,30.42
IT,19/5/22,66.87,98.1,25.07
Logistics,19/5/22,47.67,70.67,16.93
Finance,20/5/22,105.64,82.37,30.49
IT,20/5/22,66.43,98.14,25.08
Logistics,20/5/22,47.57,70.93,17.04
Finance,21/5/22,106.01,82.74,30.54
IT,21/5/22,66.59,97.71,24.84
Logistics,21/5/22,47.2,70.81,16.8
Finance,22/5/22,106.43,83.15,30.82
IT,22/5/22,66.38,97.49,24.93
Logistics,22/5/22,47.68,70.45,17.1
Finance,23/5/22,106.34,83.56,30.75
IT,23/5/22,66.91,97.01,24.76
Logistics,23/5/22,47.6,70.95,16.87
Finance,24/5/22,106.53,84.1,30.8
IT,24/5/22,66.72,96.84,24.85
Logistics,24/5/22,47.29,71.14,16.94
Finance,25/5/22,106.96,84.6,30.79
IT,25/5/22,66.75,96.49,25.17
Logistics,25/5/22,47.71,71.01,16.67
Finance,26/5/22,106.82,84.39,31
IT,26/5/22,66.42,96.15,25.2
Logistics,26/5/22,47.66,70.79,16.97
Finance,27/5/22,106.73,84.23,30.7
IT,27/5/22,66.13,95.7,25.11
Logistics,27/5/22,47.7,70.6,17.26
Finance,28/5/22,106.64,83.79,30.67
IT,28/5/22,66.34,95.61,25.09
Logistics,28/5/22,48.11,70.54,17.49
Finance,29/5/22,106.23,83.55,30.4
IT,29/5/22,66.35,95.86,25.15
Logistics,29/5/22,48.2,70.48,17.28
Finance,30/5/22,105.85,84.05,30.11
IT,30/5/22,66.82,95.77,25.14
Logistics,30/5/22,48.09,70.38,17.38
Finance,31/5/22,106.1,84.43,30.31
IT,31/5/22,66.79,95.83,25.35
Logistics,31/5/22,48.64,69.92,17.46
Finance,1/6/22,105.7,84.25,30.19
IT,1/6/22,67.17,95.51,25.65
Logistics,1/6/22,48.82,69.85,17.74
Finance,2/6/22,105.35,84.64,30.46
IT,2/6/22,67.31,96.06,25.75
Logistics,2/6/22,49.28,70.31,17.45
Finance,3/6/22,105.6,84.76,30.63
IT,3/6/22,67.79,95.75,25.86
Logistics,3/6/22,49.6,70.46,17.33
Finance,4/6/22,106.14,85.09,30.8
IT,4/6/22,67.36,95.55,26.13
Logistics,4/6/22,49.6,70.64,17.59
Finance,5/6/22,106.02,85.45,30.72
IT,5/6/22,66.93,95.32,26
Logistics,5/6/22,49.83,70.51,17.4
Finance,6/6/22,106.08,85.99,30.52
IT,6/6/22,66.67,95.87,25.96
Logistics,6/6/22,50.36,70.29,17.24
Finance,7/6/22,106.48,85.97,30.67
IT,7/6/22,66.48,96.09,26.13
Logistics,7/6/22,50.7,70.48,16.94
Finance,8/6/22,106.42,85.85,30.86
IT,8/6/22,66.98,96.57,26.32
Logistics,8/6/22,51.03,70.42,17.15
Finance,9/6/22,106.33,85.99,30.83
IT,9/6/22,67.03,96.99,26.47
Logistics,9/6/22,51.54,70.92,17.26
Finance,10/6/22,106.03,85.64,30.87
IT,10/6/22,67.18,96.56,26.25
Logistics,10/6/22,51.47,71.1,16.96
Finance,11/6/22,106.41,86,30.89
IT,11/6/22,67.09,96.13,26.55
Logistics,11/6/22,51.11,71.63,16.88
Finance,12/6/22,106.56,86.51,30.74
IT,12/6/22,66.95,96.12,26.77
Logistics,12/6/22,51.56,71.41,16.89
Finance,13/6/22,106.09,86.74,31.03
IT,13/6/22,66.79,95.86,26.94
Logistics,13/6/22,51.11,71.72,16.88
Finance,14/6/22,105.59,86.94,30.84
IT,14/6/22,66.49,95.73,26.9
Logistics,14/6/22,51.23,72.22,16.67
Finance,15/6/22,105.11,87.3,31.13
IT,15/6/22,66.03,95.69,26.78
Logistics,15/6/22,50.79,72.13,16.39
Finance,16/6/22,104.66,87.83,31.08
IT,16/6/22,65.67,95.76,26.62
Logistics,16/6/22,50.8,72.37,16.62
Finance,17/6/22,104.56,88.31,31.26
IT,17/6/22,65.28,96.24,26.49
Logistics,17/6/22,50.45,71.96,16.77
Finance,18/6/22,105.11,87.81,31.06
IT,18/6/22,65.45,96.18,26.41
Logistics,18/6/22,50.83,71.68,16.98
Finance,19/6/22,105.23,87.58,31.14
IT,19/6/22,65.98,96.73,26.62
Logistics,19/6/22,50.8,71.44,16.69
Finance,20/6/22,105.42,87.32,31.17
IT,20/6/22,65.85,96.84,26.45
Logistics,20/6/22,50.46,71.14,16.76
Finance,21/6/22,105.72,87.56,30.91
IT,21/6/22,65.94,96.93,26.58
Logistics,21/6/22,50.57,71.06,17.07
Finance,22/6/22,105.95,87.35,30.78
IT,22/6/22,66.28,96.89,26.85
Logistics,22/6/22,50.8,70.73,16.89
Finance,23/6/22,105.92,87.79,31.02
IT,23/6/22,66.73,97.02,26.89
Logistics,23/6/22,50.89,70.99,16.73
Finance,24/6/22,106.4,87.53,30.85
IT,24/6/22,67.13,97.38,27.21
Logistics,24/6/22,51.1,70.57,16.72
Finance,25/6/22,106.22,87.29,31.11
IT,25/6/22,67.68,97.27,27.5
Logistics,25/6/22,50.94,70.09,16.5
Finance,26/6/22,106.65,87.73,31.32
IT,26/6/22,67.46,97.59,27.55
Logistics,26/6/22,50.84,69.83,16.66
Finance,27/6/22,106.56,88.06,31.44
IT,27/6/22,67.02,97.74,27.29
Logistics,27/6/22,51.16,69.7,16.62
Finance,28/6/22,106.99,88.35,31.17
IT,28/6/22,67.55,97.26,27.36
Logistics,28/6/22,51.28,69.74,16.46
Finance,29/6/22,107.11,88.55,31.13
IT,29/6/22,67.3,96.79,27.22
Logistics,29/6/22,50.88,69.41,16.29
Finance,30/6/22,106.83,88.91,31.08
IT,30/6/22,67.78,97.16,27.16
Logistics,30/6/22,51.02,69.38,16.42
Finance,1/7/22,107.21,88.84,31.3
IT,1/7/22,67.63,97.55,27.39
Logistics,1/7/22,50.71,69.32,16.66
Finance,2/7/22,107.16,89.28,31.06
IT,2/7/22,67.97,97.52,27.26
Logistics,2/7/22,50.41,68.84,16.74
Finance,3/7/22,107.54,89.05,31.14
IT,3/7/22,68.37,97.18,27.04
Logistics,3/7/22,49.95,69.11,16.85
Finance,4/7/22,107.19,88.61,30.98
IT,4/7/22,68.48,97.61,27.03
Logistics,4/7/22,50.17,68.97,16.78
Finance,5/7/22,107.11,88.28,30.76
IT,5/7/22,68.31,98.02,26.98
Logistics,5/7/22,50.34,69.38,16.91
Finance,6/7/22,107.58,88.07,30.63
IT,6/7/22,68.57,97.67,26.97
Logistics,6/7/22,50.74,69.86,16.66
Finance,7/7/22,107.44,87.93,30.37
IT,7/7/22,68.07,97.17,26.78
Logistics,7/7/22,50.82,69.5,16.66
Finance,8/7/22,107.88,88.31,30.61
IT,8/7/22,68.55,97.36,26.66
Logistics,8/7/22,51,69.37,16.99
Finance,9/7/22,107.78,87.95,30.69
IT,9/7/22,68.97,97.48,26.52
Logistics,9/7/22,51.15,68.93,17.27
Finance,10/7/22,107.49,88.31,30.98
IT,10/7/22,69.51,97.75,26.83
Logistics,10/7/22,50.68,69.21,17.55
Finance,11/7/22,107.77,88.01,30.88
IT,11/7/22,69.51,98.25,27.03
Logistics,11/7/22,50.54,69.49,17.64
Finance,12/7/22,107.76,88.02,31.16
IT,12/7/22,69.59,98.37,27.27
Logistics,12/7/22,50.81,69.5,17.37
Finance,13/7/22,107.48,87.73,31
IT,13/7/22,69.24,97.99,27.37
Logistics,13/7/22,51.22,69.69,17.67
Finance,14/7/22,107.58,87.24,31.32
IT,14/7/22,69.44,98.31,27.6
Logistics,14/7/22,51.61,69.28,17.53
Finance,15/7/22,107.65,87.26,31.56
IT,15/7/22,69.1,98.57,27.7
Logistics,15/7/22,51.82,69.2,17.58
Finance,16/7/22,107.54,87.81,31.63
IT,16/7/22,69.18,98.26,27.71
Logistics,16/7/22,51.5,69.5,17.71
Finance,17/7/22,107.18,87.63,31.72
IT,17/7/22,69.05,97.93,27.58
Logistics,17/7/22,51.54,69.07,17.63
Finance,18/7/22,107,87.25,32.05
IT,18/7/22,68.94,97.84,27.85
Logistics,18/7/22,51.9,69.18,17.62
Finance,19/7/22,107.2,87.66,31.91
IT,19/7/22,69.29,98.15,27.61
Logistics,19/7/22,52.31,68.77,17.38
Finance,20/7/22,106.93,87.67,31.64
IT,20/7/22,69.64,98.69,27.51
Logistics,20/7/22,52.64,68.55,17.32
Finance,21/7/22,107.43,88.1,31.41
IT,21/7/22,69.97,98.91,27.66
Logistics,21/7/22,52.37,68.74,17.59
Finance,22/7/22,107.91,87.9,31.42
IT,22/7/22,69.97,99.35,27.73
Logistics,22/7/22,52.18,68.75,17.49
Finance,23/7/22,108.24,87.84,31.47
IT,23/7/22,70.28,99,27.9
Logistics,23/7/22,52.64,68.89,17.63
Finance,24/7/22,108.23,87.39,31.6
IT,24/7/22,69.98,99.38,28.02
Logistics,24/7/22,52.77,69.37,17.74
Finance,25/7/22,108.53,87.3,31.45
IT,25/7/22,70.22,99.58,28.08
Logistics,25/7/22,53.05,69.62,17.55
Finance,26/7/22,108.61,87.02,31.72
IT,26/7/22,70.26,99.33,28.36
Logistics,26/7/22,53.16,69.24,17.76
Finance,27/7/22,108.61,86.86,31.82
IT,27/7/22,70.52,99.86,28.67
Logistics,27/7/22,53.46,68.96,17.5
Finance,28/7/22,109.08,87.01,32
IT,28/7/22,70.89,99.57,28.81
Logistics,28/7/22,53.63,68.99,17.79
Finance,29/7/22,108.85,87.46,31.8
IT,29/7/22,70.57,99.88,28.69
Logistics,29/7/22,53.18,69.01,18.03
Finance,30/7/22,109.02,87.04,31.59
IT,30/7/22,70.6,99.39,28.46
Logistics,30/7/22,53.72,68.57,18.19
